Class,Content,ID,Platform
politics,عاجل | تيليرسون: أمير #قطر ينظر للأمام وهو وزوجته يتمتعان بعقلية إصلاحية وذلك يخلق ضغوطا على الآخرين بالمنطقة,1144305019732353026,twitter
others,@AhmeddRashidd عرّفنا أكثر على ماكس الإماراتي. هل تشبه قصته قصة أوليفر العُماني يا أحمد؟,3PLRXz50zR8,youtube
others,@WannesKawther شكراً لمشاركتنا المعلومة يا كوثر,1210177676977352705,twitter
politics,ألمانيا تتراجع وتبيع أسلحة إلى السعودية رغم تعهد سابق بحظر بيعها للدول المشاركة في حرب اليمن ,812386155471598_1061275157249362,facebook
politics,تقرير: فاطمة التريكي | #فرنسا ومصر والإمارات.. هجوم ثلاثي يُحضّر للعاصمة الليبية #طرابلس ,1165279820915388417,twitter
politics,"RT @ajanet_ar: وزير الخارجية الأميركي وصف حركة الجهاد الإسلامي الفلسطينية بأنها وكيل إيران الإرهابي

",4faEzMEMrCA,youtube
crime-war-conflict,RT @AJABreaking: عاجل | مصادر للجزيرة: قوات الحكومة الشرعية تحاصر قوات الحزام الأمني المدعوم إماراتيا في معسكر عشرين بعدن,1171946492111798272,twitter
spiritual,"RT @AJMInstitute: مناسك الحج بلغة الإشارة في حلقة اليوم من #الإشارة_لغتي 
شارك الحلقة وساهم في إيصال الرسالة إلى جميع #الصمّ في الوطن العرب…",1159366686736175104,twitter
sports,بعد موسم كارثي وأسبوع معقد وهزائم متتابعة، كيف تصفون قرار عودة زيدان إلى ريال مدريد.. تغيير نحو الأفضل أم مهمة انتحارية؟ ,812386155471598_1495830023793871,facebook
sports,#البحرين_بطل_كأس_الخليج.. أمير قطر يتوج المنتخب البحريني لكرة القدم بكأس بطولة #خليجي_24 بعد فوزه على نظيره السعودي ,812386155471598_2031167920260076,facebook
art-and-entertainment,RT @AJAPodcasts: حياة فنية صعبة، إخفاقات تلتها إخفاقات، و انهزامات أثقلت كاهله، مسيرة فنية صعبة مر بها مطرب الحارة المصرية الفنان محمد عبدا…,1180762733790273536,twitter
politics,RT @AJABreaking: عاجل | الحكومة اليمنية تتهم قيادة القوات الإماراتية في بلحاف بتفجير الوضع في شبوة,1176599307769847808,twitter
politics,عاجل | السيناتور منينديز: سيكون وزير الخارجية مجبرا وفقا للقانون بوقف جميع مبيعات السلاح للإمارات إذا ثبتت صحة التقارير,1146072228339097610,twitter
crime-war-conflict,RT @AJABreaking: عاجل | المتحدث العسكري باسم الحوثيين: على #السعودية مراجعة حساباتها ووقف عدوانها وحصارها على #اليمن,1183452094352777224,twitter
crime-war-conflict,RT @AJABreaking: عاجل | المجلس الأعلى في #ليبيا: نحذر #مصر وفرنسا والإمارات مما قد ينتج عن الهجوم على طرابلس من دمار وترويع للآمنين,812386155471598_1071488499561361,facebook
politics,RT @WajdWaqfi: السناتور الديمقراطي و عضو لجنة العلاقات الخارجية بمجلس الشيوخ كريس ميرفي، يعلن معارضته لمشروع قانون جمهوري-ديمقراطي لفرض عقو…,1121972233868648449,twitter
science-and-technology,"الذباب.. نهرب منه في الواقع ليلاحقنا في مواقع التواصل الاجتماعي.
 هل واجهتم ذباباً إلكترونياً من قبل؟",1155417512282087425,twitter
environment,"""رجاءً.. أنقذوا القطب الشمالي!""
الموسيقار الإيطالي لودوفيكو إينودي يعزف من أجل البيئة",1050113746360655872,twitter
human-rights-press-freedom,أطفال #سوريا.. الضحية الأكبر بالحرب ,1160221543072448512,twitter
politics,"إجراءات عراقية تجرد الفلسطينيين من امتيازات حظوا بها منذ عهد صدام حسين.. 
إلى أين يمضي حال فلسطينيي العراق؟ ",812386155471598_1249182835125259,facebook
politics,"وكالة الصحافة الفرنسية قالت إن التهمة الموجهة إلى زعيمة حزب التجمع الوطني اليميني المتطرف هي ""بث رسالة تتضمن عنفا يمكن أن يراها قصّر""
",1101686080787673088,twitter
politics,RT @AJABreaking: عاجل | غسان سلامة لإذاعة فرنسا: وزير خارجية فرنسا أبلغني أنه سيدعم محاولة وقف الحرب في #ليبيا,1122773181637505024,twitter
politics,RT @AJABreaking: عاجل | المتحدث العسكري باسم #الحوثيين: نعلن توسيع بنك أهدافنا ليشمل مراكز حيوية وحساسة في دول العدوان,7py3llRb9Dc,youtube
crime-war-conflict,المتحدث العسكري للحوثيين: استهداف مقر التحالف السعودي- الإماراتي بنجران جنوبي #السعودية بصاروخ بالستي ,812386155471598_1122745044435706,facebook
art-and-entertainment,"أشعة الشمس، لوح خشبي، عدسات مكبرة، دقة وصبر..
هذا ما يحتاج إليه الفنان مايكل باباداكيس لرسم هذه اللوحات الفنية😍
مايكل اكتشف بالصدفة موهبته في استخدام العدسات المكبرة عام 2012.. شاركونا تجاربكم في استخدام العدسات المكبرة؟🌞🔍",1217758500404641794,twitter
politics,RT @AJABreaking: عاجل | وول ستريت جورنال: إدارة ترمب تستعد لبدء محادثات مباشرة مع #الحوثيين في مسعى لإنهاء الحرب في #اليمن,1166393010176872449,twitter
crime-war-conflict,RT @AJABreaking: عاجل | مراسل #الجزيرة: غارات جوية روسية تستهدف محيط مدينة سراقب في ريف #إدلب,r9kQUDfEcwI,youtube
politics,"السيسي يقول إن مشكلة اقتصادية كبيرة ستضرب مصر في 2060، وإنه سيتصدى لها..
ما رأيكم بأدائه في التصدي للمشاكل الاقتصادية في 2019؟",NF8nCC5B_bY,youtube
business-and-economy,"أسعار الأدوية تطير،
والسودانيون يعلنون تبادل الأدوية ويطلقون: #أعيدوا_الدعم_للدواء",1174019786105393152,twitter
art-and-entertainment,"#عن_السينما - 6 شخصيات ""سوبر هيروز"" مسلمة ربما لم تكن تعرفها ",1165556218733170688,twitter
politics,#مباشر | انطلاق أعمال القمة الخليجية ال40 لدول مجلس التعاون الخليجي ,YE5Z5XME0uo,youtube
crime-war-conflict,"""في 3 جثث مخنوقين خنق ماتوا بالكيماوي ورجعوا ماتوا مرة تانية بالغارات""
هذا بعض مما عاشته خان شيخون..",812386155471598_1376202962423245,facebook
others,@LovePea63459242 في أي بلد يحدث ذلك؟,fEw4sfUAA3U,youtube
politics,"RT @ajanet_ar: ""مبيعات غير قانونية""

المحكمة منحت حكومة تيريزا ماي حق الاستئناف في القرار القاضي بعدم قانونية تراخيص بيع الأسلحة للرياض

ht…",1162009140945924097,twitter
politics,RT @AJABreaking: عاجل | القيادة الأمريكية الوسطى: نحقق في تقارير بشأن هجوم نفذته قوات الحوثي  على طائرة أمريكية مسيرة,1164188342050840577,twitter
environment,@alhajaj83 الله يلطف بكم يا صديقنا وكيف تعاملتم مع موجة الحر الشديد بمدينتكم سبها؟,1140923130850025473,twitter
others,الجزيرة هذا الصباح - الثقة في الغرباء حاجة فرضتها طبيعة العصر .. فما حدودها؟ ,1043103446902005760,twitter
environment,بركان فيلاريكا قرب منتجع سياحي بمدينة بوكون في #تشيلي من بين البراكين الأكثر نشاطا في #أميركا الجنوبية,1083966806069399554,twitter
politics,"RT @AJMarsad: #المرصد | موقع "" ديسكلوز"" ينشر وثيقة سرية للمخابرات العسكرية الفرنسية تكشف تفاصيل صفقات السلاح الفرنسي مع #السعودية.. https:/…",1185122030087262208,twitter
politics,RT @AJABreaking: عاجل | كوشنر: تحقيق النمو للشعب الفلسطيني مستحيل بدون حل سياسي عادل ومنصف,1143553781822644225,twitter
others,"جميعكم يعرف سالم أو قابله في يوم من الأيام..
جاركم، صديقكم، أخوكم، أو حتى أنتم.. 
تعرفوا على قصة سالم والريال: 
@ezatwagdi ",812386155471598_1106725629370981,facebook
politics,"#أردوغان متمسكا بـ ""أس 400"": لا علاقة لها بأمن #واشنطن
https://t.co/78euIgSQO8 ",1104687246828015616,twitter
human-rights-press-freedom,#سامي_أبو_دياك.. غضب بالشارع الفلسطيني ومواقع التواصل بعد استشهاده بفعل الإهمال الطبي المتعمد في سجون الاحتلال دون تحقيق أمنيته الوحيدة بالموت في أحضان والدته ,KyYsaJEGzos,youtube
politics,بعد نحو نصف قرن من القطيعة الرسمية.. تشاد تطبع مع إسرائيل ,1087286219233406976,twitter
politics,RT @ajmidan: هل من الضروري  انسحاب الولايات المتحدة من الشرق الأوسط؟ أم أنه يتعلَّق بالكيفية التي ينبغي أن تنخرط بها، فهل يكون تدخُّلا دبلو…,812386155471598_2435652039811660,facebook
business-and-economy,#مصر ترفع أسعار الوقود والغاز المنزلي للمرة الخامسة في عهد #السيسي لتصل نسبة الزيادة الإجمالية إلى نحو 650% منذ عام 2013 ,1147165739817635840,twitter
crime-war-conflict,اتصال من الشرطة يوقف إجازة أم.. بعدما تركت أبناءها في المنزل بمفردهم وفي حوزتهم سلاح,1187763545330606080,twitter
others,"@Joseph_braca صديقنا يوسف.. بحسب ما ورد في صحيفة أل إسبانيول فإن الشاب إسباني، والده من غانا مقيم في مدينة مايوركا الإسبانية👇
",6e5tgLXOFNQ,youtube
art-and-entertainment,"""اللي على قلبه مراوح""، ""حط في بطنك بطيخة صيفي"".. أمثال شعبية مصرية حولتها الرسامة مي أبو النجا إلى رسوم معبرة!
تعمل مي حالياً باجتهاد في مشروعها لـ""تجسيد الأمثال المصرية المشهورة"" ونقل الثقافة الشعبية المصرية إلى بقية البلدان.
هل تستطيعون استنتاج الأمثال الشعبية من هذه الرسومات؟ ",1214033851196092417,twitter
human-rights-press-freedom,"بعد أيام من إفراج مصر عن مخطوفين ومختفين فلسطينيين من غزة..
احتجاجات للأهالي في القطاع تطالب بمعلومات عن أبنائهم المفقودين منذ 2014 بعد شهادات بأنهم محتجزون في السجون المصرية ",812386155471598_1480854575291416,facebook
health,@mohamadism88 ننصحك بممارسة الرياضة يا صديقنا 😅,vk2DREGeF8Q,youtube
politics,#تغطية_مفتوحة - تبادل لإطلاق النار بين عناصر من الشرطة العسكرية وجهاز المخابرات في #الخرطوم ,1213384309882736646,twitter
politics,RT @AJABreaking: عاجل | لجنة الحريات الدينية الدولية توصي وزارة الخارجية الأمريكية بإعادة تصنيف #السعودية كدولة مثيرة للقلق,1129032043504066561,twitter
health,"اضطراب في النطق وتلعثم مستمر في الكلام تصاحبه رجفة وتشنج في عضلات الوجه..
التأتأة.. ماذا تعرفون عنها؟",205V2blvGCs,youtube
politics,رفاق #أردوغان يفوزون ببلدية #إسطنبول ويتقدمون بفارق كبير في معظم الولايات التركية ,1112474651853086720,twitter
business-and-economy,#قطر تعلن عن أكبر موازنة عامة منذ 5 سنوات ,1207020135925477377,twitter
politics,RT @AJABreaking: عاجل | رويترز: البيت الأبيض سيرسل إشعارا رسميا بالهجوم الذي قتل سليماني للكونجرس اليوم السبت,zfyQ4EEl9vE,youtube
science-and-technology,"اليوم العالمي للبريد..
كيف تطور البريد من رسالة تستغرق أياماً وشهوراً لتصل وجهتها إلى رسائل إلكترونية تعبر القارات بضغطة زر؟",1172842433668952064,twitter
politics,"RT @ajanet_ar: متعة التظاهر
المتظاهرون في بلد المليون شهيد لهم طقوس خاصة لن تراها إلا في #الجزائر 👇
",1124685600995643393,twitter
health,"أرقام مفزعة عن مرض الإيدز 
#الجزيرة➡️صحة",E5g_zCrWiEI,youtube
politics,الأستاذ في جامعة قطر نايف بن نهار: أذا أردنا أن نفهم كيفية حصول خرق في الأزمة الخليجية فإنه يجب التركيز على ما يحصل في #السعودية التي تمر بتحولين كبيرين في السياسة الخارجية والهوية ,1144200924723843072,twitter
crime-war-conflict,"RT @AJArabic: برأيك .. بعد الهجوم الإيراني على قاعدتي أربيل و""عين الأسد"" في العراق: هل سترد أمريكا؟",1206016021070368769,twitter
politics,"مدير مكتب الجزيرة في #السودان: الزملاء الذين جرى توقيفهم وصفوا بالخونة والعملاء واتهموا بأنهم يعملون ضد مصلحة الوطن
",1114618796927606784,twitter
politics,"RT @ajanet_ar: ""حلّ أخير""

نتنياهو يسعى للفوز بولاية سادسة وحسم الانتخابات البرلمانية وتعزيز معسكر اليمين المتطرف.. فهل يفعلها عبر الحرب؟
h…",1167152040407175168,twitter
politics,"انسحاب جماعي لشركات أوروبية من #إيران بعد إعادة العقوبات.. تعرف على أبرز الشركات المتضررة من الخطوة الأمريكية
تقرير: رانيه حلبي ",1148098133160652805,twitter
business-and-economy,"RT @ajanet_ar: 11 ناقلة نفط عملاقة تتكدّس بالموانئ السعودية بانتظار تحميل شحنات النفط.. تعرف على التفاصيل ⬇️

",1099954166301163521,twitter
health,"""جعل الرجاجيل للماحي.. حطوا بنا أمراض نفسية"" ",1150487674383405057,twitter
crime-war-conflict,RT @AJABreaking: عاجل | رويترز: ارتفاع عدد ضحايا قصف التحالف السعودي الإماراتي على منازل في محافظة الضالع جنوبي #اليمن إلى 17 شخصا,1176476009895473152,twitter
politics,"الرئيس التركي رجب طيب #أردوغان يتعهد ببناء 10 آلاف وحدة سكنية في #الصومال للمحتاجين والبسطاء الصوماليين إلى جانب إعادة ترميم وتوسيع ميناء #مقدشيو الدولي. 
#تركيا",1176629648064700423,twitter
politics,RT @AJABreaking: عاجل | خلية الإعلام الأمني العراقي: القوات الأمريكية المنسحبة من #سوريا لم تحصل على موافقة للبقاء في #العراق,1194725813960224775,twitter
politics,#ما_وراء_الخبر - الرئيس الإسرائيلي يمهل الكنيست ثلاثة أسابيع لاختيار برلماني يُكلّف بتشكيل حكومة جديدة بعد فشل نتنياهو وبني غانتس في ذلك ,1197567934861701120,twitter
science-and-technology,@srrzc صديقتنا، هل يستخدم أحد أفراد عائلتك مثل هذه الألعاب وترين أن نمط حياته قد تأثر بها؟,1183465806950293505,twitter
politics,بعد مرور عام على اندلاع الثورة السودانية، إليكم أبرز المحطات التي مرت بها: ,UgOiSmgmH28,youtube
others,@Mohamme55283226 لكن خسائر هؤلاء الناس بالتأكيد مؤلمة يا محمد 😢,1202518822177136641,twitter
human-rights-press-freedom,"#شاهد | #كندا ترحب بمزيد من المهاجرين ردا على قرارات #ترمب المعادية للأجانب والأقليات.
#الجزيرة",1187783400171507712,twitter
science-and-technology,#المسافة_صفر يحصل على صور أقمار صناعية تكشف وجود سجن سري يقع ضمن النطاق المستأجر من قبل #الإمارات في #أرتيريا وتبلغ مساحته ٤١٧ ألف متر مربع ويحتوي على غرف تحت الأرض ,1107372280596717568,twitter
politics,RT @AJABreaking: عاجل | أردوغان: إذا لم تتخذ #تركيا الإجراءات اللازمة شمال #سوريا فستدفع لاحقا ثمنا غاليا,1061226967360589830,twitter
politics,RT @AJABreaking: عاجل | تجمع المهنيين السودانيين: نحمل المجلس العسكري وكل الأجهزة الأمنية مسؤولية ما حدث في الأبيض,1056704669135921152,twitter
politics,"#لا_للعهدة_الخامسة شعار ردده آلاف المتظاهرين الجزائريين المحتجين على ترشح الرئيس #بوتفليقة لولاية خامسة في انتخابات 18 أبريل/ نيسان القادم..
والشرطة قابلتهم بقنابل الغاز المسيلة للدموع وأوقفت 41 شخصاً بسبب ""الإخلال بالنظام العام والاعتداء على القوة العامة وتحطيم الممتلكات""",812386155471598_2230235837019949,facebook
politics,RT @AJABreaking: عاجل | قوى الحرية والتغيير في #السودان: قاتلو المتظاهرين لا يزالون طلقاء وأولهم الفريق صلاح قوش,1133615098960986112,twitter
others,"@VipHemo45 نحتاج إلى أن نتفاءل يا إبراهيم 😅
من وجهة نظرك، كيف يمكن أن يصير العيش في المنطقة العربية آمناً للجميع؟",v2ATaI5LMU4,youtube
politics,RT @AJABreaking: عاجل | رويترز عن مسؤول أمريكي: الولايات المتحدة ليست على علم بأي إصابات جراء الضربات الصاروخية الإيرانية على قواعد عسكرية…,1205494328845651968,twitter
politics,RT @AJABreaking: عاجل | تيلرسون: نقـل مقـر القيادة الوسطـى إلـى قطـر تـم بطلـب من #السعودية والجميـع فـي المنطقـة كان متفقـا مـع ذلـك,1153988633030012928,twitter
politics,"""خوارج العصر وأعداء مصر"".. دار الإفتاء المصرية تهاجم الإخوان المسلمين وتعتبر قتالهم ""أعلى أنواع الجهاد"" ",1098924783541108736,twitter
politics,"""ضريبة الواتساب"" أدت إلى احتجاجات غير مسبوقة في مختلف مناطق لبنان مطالبة بإصلاحات اقتصادية واجتماعية وتوسعت بعد ذلك لتشمل استقالة الحكومة ما أدى لاستقالة رئيس الوزراء سعد الحريري.. واستمرت الاحتجاجات تقول ""كلن يعني كلن"" ",Nv_qw5bJQEk,youtube
politics,RT @AJABreaking: عاجل | وزير الدفاع التركي: بفضل مذكرات التفاهم مع #ليبيا قمنا بخطوات استراتيجية لحماية حقوقنا بالبحر المتوسط,fCerA5QDtVI,youtube
others,#شاهد | باكستاني اعتاد منذ 16 عاما تربية الثيران على سطح منزله في مدينة #كراتشي وانزالها بالرافعة وقت بيع أضاحي العيد ,1061060875451158529,twitter
crime-war-conflict,69 عاماً على مجزرة دير ياسين في فلسطين.. وما تزال العصابات الصهيونية مستمرة في جرائمها!,812386155471598_1380894211954120,facebook
crime-war-conflict,RT @AJABreaking: عاجل | مراسل #الجزيرة: استشهاد فلسطيني برصاص قوات الاحتلال الإسرائيلي شرقي مدينة غزة وإصابة العشرات بجراح مختلفة,1111969992420061184,twitter
human-rights-press-freedom,"#مصر احتلت المرتبة 126 في أحدث تقرير سنوي للمؤسسة الأميركية من جملة 195 دولة، ووصفت بأنها وسيريلانكا من أكثر الدول تراجعا في حريات الإنترنت
",1095434900470140930,twitter
politics,RT @AJABreaking: عاجل | مجلس الأمن القومي الإيراني للجزيرة: لا صحة للأنباء التي تفيد بتلقينا رسالة من واشنطن عبر #مسقط,1142013110703841281,twitter
politics,عاجل | مولر: لا يمكن مقاضاة الرئيس الأمريكي بارتكاب أي جريمة فيدرالية ما دام في منصبه,1133752669498204160,twitter
politics,RT @AJABreaking: عاجل | أردوغان: إذا لم تتخذ #تركيا الإجراءات اللازمة شمال #سوريا فستدفع لاحقا ثمنا غاليا,812386155471598_1187355161308027,facebook
politics,"2018 كانت مليئة بالأحداث والمواقف.. وكالة رويترز تذكرت بعضها باختيار صور مؤثرة وأخرى لاقت تفاعلاً عالمياً. إليكم بعضها..
أخبرونا، ما هي أبرز الأحداث التي أثرت فيكم بسنة 2018؟ ",1075273466746568704,twitter
politics,التونسيون يودعون الرئيس الراحل الباجي قايد #السبسي الذي أحدث تعديلا إيجابيا في المشهد السياسي ورسخ الديمقراطية بحضور وفود عربية ودولية | حافظ مريبح – الجزيرة - تونس ,812386155471598_1117800188263525,facebook
politics,رئيس الوزراء الماليزي مهاتير محمد يهاجم إسرائيل من جديد ,1131167743326208001,twitter
business-and-economy,أمريكا والصين.. تصعيد جديد في الحرب التجارية بين البلدين عنوانه أسعار العملة | تقرير: أحمد جرار ,812386155471598_1191955354181341,facebook
crime-war-conflict,أستاذ النزاعات الدولية إبراهيم فريحات: الولايات المتحدة أطلقت يد #إسرائيل لضرب المواقع الإيرانية في ثلاث دول عربية ,1167640653649432576,twitter
sports,"#الكلاسيكو ليس بين #ريال_مدريد و #برشلونة فقط.. إليك أبرز المواجهات بين الأندية حول العالم
#الجزيرة➡️رياضة",812386155471598_2407131185997079,facebook
politics,"""انبطاح السعودية يشكل نهاية الذل أمام ضحكات ترمب"".. #نصر_الله يجدد هجومه على النظام السعودي ",1106245927096848385,twitter
politics,RT @AJABreaking: عاجل | قوى الحرية والتغيير بالسودان توافق على التفاوض المباشر مع المجلس العسكري وتطالب بإطلاق سراح المعتقلين,1146391692804788225,twitter
politics,RT @AJABreaking: عاجل | رويترز عن مصدر أوروبي: فرنسا وجهت دعوات لعقد قمة في 11 من هذا الشهر للمجموعة الدولية لدعم #لبنان,812386155471598_249204412459399,facebook
politics,"RT @ajanet_ar: ""غضب متصاعد""

تلاعب المذيع عمرو أديب باسم محمود السيسي أثار حالة من الغضب والسخرية انتابت رواد مواقع التواصل بـ #مصر

https:…",812386155471598_1501540846556122,facebook
politics,#أردوغان يتهم موسكو وواشنطن بعدم الالتزام باتفاقين منفصلين بشأن المنطقة الآمنة شمال #سوريا.. ما حدود التحرك المتاحة لتركيا؟ | تقرير: آمال وناس #ما_وراء_الخبر ,812386155471598_1779546298755574,facebook
politics,"RT @ajanet_ar: ""جزاء سنمار""

استقبلت سوريا في القرن 19 الأرمن بكل ترحاب، وكذلك الأرناؤوط والجزائريين الذين هاجروا منذ ثورة الأمير عبد القاد…",812386155471598_1136904186353125,facebook
politics,بعد مرور عام على اندلاع الثورة السودانية، إليكم أبرز المحطات التي مرت بها: ,1207657557243895809,twitter
politics,"RT @ajanet_ar: استجابة لدعوة من نتنياهو ورئيس أركان قواته أفيف كوخافي

",1125702156588343296,twitter
politics,RT @AJABreaking: عاجل | أردوغان: لا أستطيع تفهم موقف الولايات المتحدة من الوحشية التي تمت بها جريمة قتل خاشقجي,1092123379602259968,twitter
crime-war-conflict,RT @AJABreaking: عاجل | مصادر محلية للجزيرة: عشرات المدرعات الإماراتية تصل إلى #عدن لتعزيز قوات الحزام الأمني في المدينة,1169541387550957569,twitter
politics,RT @AJABreaking: عاجل | المجلس العسكري في #السودان: نؤكد أننا نعمل مع قوى إعلان الحرية والتغيير لإحتواء الموقف بكل تفهم وتعاون,1135470148268240897,twitter
sports,"بريطاني يسجل رقماً قياسياً في غينيس عن أعلى قفزة لتغميس قطعة بسكويت
البريطاني سيمون بيري سجل مؤخراً رقماً قياسياً جديداً في أعلى قفزة حبل مطاطي لتغميس قطعة بسكويت في كوب شاي من ارتفاع بلغ 73.41 متراً.   إعداد: ضحى أبوسماقة مونتاج: قصي خضر  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",1176285114654953472,twitter
human-rights-press-freedom,"""الحرية للإيغور"" و""أغلقوا معسكرات الاعتقال"".. الآلاف يحتشدون في مظاهرة احتجاجية واسعة أمام السفارة الصينية في العاصمة الألمانية برلين تنديدا بسياسات #الصين القمعية تجاه الأقلية المسلمة ",bwb9ka7UFoE,youtube
others,@uui_009 أي من الألعاب التقليدية تحب أن تلعب بها إلى الآن يا صقر؟,1182264518535086080,twitter
politics,"RT @AJA_Egypt: عبارتان متناقضتان بينهما ثوانٍ.. #السيسي يعتبر دعوات التظاهر لتنحيته أمر ""مش مستاهل خالص"" لكنها في الوقت نفسه ""حرب"" https://…",812386155471598_1524181537625386,facebook
others,"#ترمب يتوعد #إيران وتسلا باتت أرخص الآن.. تفاصيل الخبر في قصة بـ #إيجاز
@OlaAlfares ",U0S10kcYHfU,youtube
politics,"RT @AJArabic: محاولة اغتيال لنجل #أحمد_ديدات
ومكافأة ضخمة من #تسلا للمخترقين
أما #ترمب فقد بدأت إجراءات محاكمته
الخبر في قصة بـ #إيجاز http…",TEz5l_6MkVo,youtube
others,@Yasin7363 وعليكم السلام ياسين، طرق العلاج تختلف من حالة إلى أخرى والأفضل دائماً مراجعة طبيب متخصص للتعرف على طرق التعافي منها. نتمنى لك الشفاء عزيزي ونشكرك على تفاعلك معنا.,1186935810098106368,twitter
politics,"#للقصة_بقية | تحالف السلطة والدين في المملكة العربية السعودية وتحول نهج الدولة من هيئة تأمر بالمعروف وتنهى عن المنكر لإنشاء الهيئة العامة للترفيه
رابط الحلقة: https://t.co/qWc93IuF9d ",1186741514988183552,twitter
art-and-entertainment,"#وشوله فيه ناس مهووسة بكاظم الساهر وإليسا وعمرو دياب وباقي المشاهير؟!
م. حسام روحي",1215378561999278092,twitter
politics,#الاتجاه_المعاكس - لماذا ثارت ثائرة العرب ضد #تركيا لإنشائها منطقة آمنة تؤوي ملايين السوريين، بينما تدمر السعودية والإمارات #اليمن وتقتل شعبه؟ ,812386155471598_1644551438921728,facebook
politics,RT @AJABreaking: عاجل | المشري للجزيرة: لا مكان لحفتر في أي تسوية سياسية,1193816509753286661,twitter
crime-war-conflict,RT @AJABreaking: عاجل | سرايا القدس تقول إنها استهدفت مدينة تل أبيب برشقة صاروخية كبيرة,812386155471598_1814459128597624,facebook
politics,RT @AJABreaking: عاجل | قائد عمليات كتائب #حزب_الله العراقية: على القوات الأمنية العراقية الابتعاد عن القواعد الأمريكية ابتداء من غد الأحد,1215351002603442177,twitter
human-rights-press-freedom,"""إعلان النائب العام السعودي يحمل في طياته ما ينسف المحاكمة من أساسها والتحقيق من أساسه...""
تعليق الحقوقي عبد المجيد مراري على مستجدات قضية #خاشقجي ",zJaUeaQQumA,youtube
crime-war-conflict,RT @AJABreaking: عاجل | مستشار الرئيس الإيراني: الولايات المتحدة أدخلت المنطقة إلى مرحلة خطرة بالمغامرة التي أقدمت عليها,1212940999619731457,twitter
politics,RT @AJABreaking: عاجل | مراسل #الجزيرة: زلزال بقوة 5.7 يهز مدينة اسطنبول التركية ومركزه بحر مرمرة,1109303757219610626,twitter
sports,أخذ ورد بين النادي الأهلي وتركي آل الشيخ.. والأهلي يقاطع البطولات العربية لكرة القدم بسببه!,bBl8ixx3ZDA,youtube
science-and-technology,"برنامج للتكهن بالشخصيات في إسرائيل
توقُع السمات الشخصية للأفراد من خلال فحص صورة ثابتة أو متحركة للوجه لم يعد شيئاً من الخيال بعد أن طورت شركة إسرائيلية تقنية جديدة للكشف عن التهديدات الأمنية المحتملة.  إعداد: ضحى أبوسماقة مونتاج: أيمن الخطيب  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",1157773135468515328,twitter
politics,"RT @ajanet_ar: ""قبضة أمنية""

الحجب الجزئي لتلك المواقع جاءت في أعقاب المظاهرات الأخيرة التي شهدتها البلاد

",1176399266304184320,twitter
politics,"""صفقة القرن""..
إدارة ترمب تكشف عن الملامح الاقتصادية لخطة السلام الأمريكية بخصوص القضية الفلسطينية",1214726824942546947,twitter
politics,#السيسي: أواجه الإرهاب من أجل الدين وأمتلك إرادة لا تلين لمواجهته ,MSb-ZpI1iEs,youtube
politics,"""الناس التخينة عبء ويشوهوا المنظر""
إيقاف برنامج المذيعة المصرية ريهام سعيد وإحالتها إلى التحقيق بعد تصريحات مسيئة لمرضى السمنة.. والمذيعة تعتزل.",1213564813965692934,twitter
business-and-economy,"#غزة تودع عام 2018 بنسبة فقر وبطالة عالية..
عام يعد “الأسوأ على الاقتصاد الفلسطيني في قطاع غزة” الذي يعاني من حصار منذ 12 عاماً..
“صفر” هو معدل التوظيف في غزة منذ 5 سنوات حسب رئيس جمعية رجال الأعمال الفلسطينيين ",1165629944648613889,twitter
politics,رئيس مجلس نواب الشعب التونسي محمد الناصر يؤدي اليمين الدستورية ويتولى رسمياً إدارة شؤون البلاد خلفاً للرئيس الراحل الباجي قايد السبسي، تطبيقاً للمادة 84 من الدستور وذلك لمدة لا تتعدى 90 يوماً ,E2ujTqQsxPs,youtube
art-and-entertainment,"""نداء عاجل.. نداء عاجل..
إلى جميع ملكات الجمال..
لا تنسينَ إظهار صدوركن لكي لا ينزعج المخرج""",812386155471598_1216968575013352,facebook
politics,العلاقات الهندية الباكستانية على صفيح ساخن.. تأهب على الحدود واستدعاء لسفيري البلدين وعرض أممي للوساطة بين القوتين النوويتين ,1098432122124087299,twitter
others,@ah3dmust شكراً على إبداء رأيك معنا يا أحمد,1214888312420339712,twitter
politics,عاجل | المتحدث باسم الحكومة الكويتية: رئيس مجلس الوزراء قدم استقالة الحكومة إلى أمير البلاد لإعادة ترتيب العمل الوزاري,812386155471598_1688618877848317,facebook
crime-war-conflict,للقصة بقية – الأصابع الخفية وراء عمليات الاغتيال في #عدن في ظل سيطرة #الإمارات الكاملة على المدينة ,1079815916303478784,twitter
